date,basepoint_X,basepoint_Y
2015-03-30T20:31:14.000000,64.06017272727273,198.30645454545456
2012-02-29T03:01:12.000000,68.9034,199.723
2012-06-19T17:34:10.000000,78.49192500000001,195.94600000000003
2012-04-19T11:50:06.000000,85.95678333333332,197.1161666666667
2013-12-27T02:40:59.000000,95.3853,195.067
2013-03-10T20:12:04.000000,96.31116666666668,197.53166666666667
2013-03-24T07:38:14.000000,124.4515,198.661
2016-11-17T01:50:23.000000,128.70357142857142,196.60814285714287
2012-03-31T16:04:57.000000,138.164,198.80766666666668
2015-05-07T19:54:45.000000,138.932,196.874
2012-10-31T00:30:18.000000,144.294,198.097
2013-09-14T22:59:23.000000,165.829,196.438
2013-06-12T07:15:10.000000,166.932,197.6865
2012-08-22T13:08:04.000000,174.20933333333332,201.15833333333333
2016-01-04T02:04:41.000000,187.069,193.786
2015-05-20T12:37:13.000000,602.9486666666666,494.118
2011-08-05T10:55:02.000000,-183.49425,-360.003
2014-02-24T03:26:43.000000,-144.6965,-350.7635
2015-10-23T08:00:46.000000,93.2401,-378.266
2011-07-23T11:20:48.000000,651.0414000000001,713.2102
2011-11-26T02:25:24.000000,154.29175,-349.7465
2012-08-21T20:22:04.000000,151.5616666666667,-354.58566666666667
2015-06-18T06:17:42.000000,214.0088,-345.158
2011-12-05T05:28:12.000000,924.299,-236.588
2016-08-07T23:51:38.000000,911.5353333333333,-280.821
2016-05-08T18:46:56.000000,909.1904,-277.6916
2014-08-28T10:57:10.000000,913.494,-265.6775
2016-03-18T18:23:42.000000,861.078,-327.352
2015-06-09T11:01:44.000000,908.9686666666666,-278.94933333333336
2016-10-05T13:16:03.000000,919.108,-248.269
2011-11-06T21:58:57.000000,910.3279,-281.6849
2014-05-18T04:51:35.000000,892.5866249999999,-292.99725
2016-04-16T10:11:58.000000,873.853,-311.637
2013-01-07T12:50:19.000000,925.95,-232.06
2016-05-31T14:24:17.000000,887.5491666666667,-301.72116666666665
2012-06-18T00:35:01.000000,913.01,-272.939
2012-04-16T19:56:52.000000,905.717,-284.543
